"region","dealer_code","dealer_name","channel_name","case_id","description","created_on","created_by","updated_on","updated_by","reason_code","case_owner","status","case_sub_type_id","case_closure_date","escalation_level"
"CENTRAL 2","12357 - GUO","PREM MOTORS PVT. LTD.","Arena","B6528322622","Customer VOC: Dear sir, I have send my vehicle to Prem Motor Sec 14 Gurgaon. But they didn't done service properly, nigher they check road test not properly washed. I am facing hard clutch problem, but they didn't rectified., request help me. Your cooperation is highly appreciated. --------- synopsis --------- Customer is stating that customer have send his vehicle to Prem Motor Sec 14 Gurgaon and want to raise a complaint. They didn't done service properly, neither they check road test nor properly washed. Customer was facing hard clutch problem, but they didn't rectify, Customer is requesting to help in this concern. Kindly look into this matter and provide the update to the customer.
","2026-06-20 06:42:00.854001","81110968@maruticrm.onmicrosoft.com","2026-06-20 06:42:00.854001","81110968@maruticrm.onmicrosoft.com","OPEN","Query- Service","OPEN","2",NULL,NULL
"SOUTH 1","11153 - OOY","RAJKRISHNA ADITYA AUTO STORE PVT LTD","Arena","B2425257116","The customer had booked accessories through the website quite some time ago, but they have not received any information yet from the dealership through which they made the booking. The customer has already completed the payment from their end. Regarding this problem, I registered a query and assured the customer that their issue would be resolved. The customer acknowledged this.","2026-06-20 06:41:27.673816","81122557@maruticrm.onmicrosoft.com","2026-06-20 06:41:27.673816","81122557@maruticrm.onmicrosoft.com","OPEN","Query-MSGP","OPEN","1",NULL,NULL
"NORTH 3","11250 - LDD","SUMITRA DS MOTORS PVT. LTD.","Arena","B8972017049","The customer's vehicle met with an accident on 08/06/2026. The bonnet, one side window, lower bumper, and headlight were damaged. The workshop initially stated that the repairs would take 15 days. However, the required parts are currently unavailable and have been ordered, but the staff is failing to provide an exact delivery date. The delay is entirely due to parts availability, and the vehicle remains undelivered at the workshop. hence FCR pitched and query has been raised.","2026-06-20 06:39:49.043316","81110952@maruticrm.onmicrosoft.com","2026-06-20 06:39:49.043316","81110952@maruticrm.onmicrosoft.com","OPEN","Query- Service","OPEN","1",NULL,NULL
"NORTH 4","11091 - SFD","MAHAMAAN MOTORS","Arena","B3970603243","customer want to know about smart play studio related so share the information .","2026-06-20 06:39:29.819583","1154854@maruticrm.onmicrosoft.com","2026-06-20 06:39:29.819583","1154854@maruticrm.onmicrosoft.com","OPEN","Query- Service","OPEN","1",NULL,NULL
"CENTRAL 2","15227 - LDT","J J IMPEX (DELHI) LIMITED","Arena","B9652057327","The customer states that they have not been given any update regarding their concern, what work is currently being done on their vehicle, or when it will be delivered. provide them with a resolution as quickly as possible.","2026-06-20 06:38:25.003835","81113796@maruticrm.onmicrosoft.com","2026-06-20 06:38:25.003835","81113796@maruticrm.onmicrosoft.com","OPEN","Query- Service","OPEN","1",NULL,NULL
"EAST 2","10261 - KKR","PREMSONS MOTOR UDYOG PVT. LTD.","Arena","B1517799649","Customer VOC-I, Renu Kumari, daughter of Mr. Naresh Mahato, would like to inform you that I had booked a Dzire car from Premsons Motors, Kanke Road, by paying a booking amount of ₹5,000.

Due to the non-approval of the loan, I requested the cancellation of the booking and asked for a refund of the amount. However, an amount of ₹590 has been deducted, and only the remaining balance has been refunded to me.

I kindly request you to process the refund of the deducted amount and arrange for the full refund of ₹5,000 at the earliest.

Please find my bank details below for your reference:

Account Number: 42588771244
IFSC Code: SBIN0015347
Bank Name: State Bank of India--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------SYNOPSIS-The customer, Ms. Renu Kumari (daughter of Mr. Naresh Mahato), is requesting a full refund of the booking amount for a Maruti Suzuki Dzire from Premsons Motors, Kanke Road. The customer had initially booked the vehicle by paying an amount of ₹5,000, but later had to cancel the booking due to the non-approval of her car loan. Upon cancellation, the dealership unfairly deducted ₹590 and only refunded the remaining balance. Since the cancellation was due to a loan rejection, the customer requests the dealership to immediately wave this deduction and credit the remaining ₹590 to her State Bank of India account (A/c: 42588771244, IFSC: SBIN0015347) to complete the full ₹5,000 refund.","2026-06-20 06:37:10.990977","81109915@maruticrm.onmicrosoft.com","2026-06-20 06:37:10.990977","81109915@maruticrm.onmicrosoft.com","New","Query - Sales","Active","2",NULL,NULL
"WEST 2","11102 - ERW","SEHGAL AUTORIDERS PVT. LTD.","Arena","B3200100557","The customer, is formally escalating a serious grievance against Maruti Suzuki dealership Sehgal auto riders Pvt. Ltd. (Naygaon Branch, Pune) regarding Tax Collected at Source (TCS) that was collected during his purchase of a Maruti Suzuki Brezza (Registration Number: MH14MQ6606) on September 10, 2025, but has not yet been deposited or filed with the authorities. Despite continuous follow-ups over the past four months with dealership representatives, including Mr. Rahul Kshirsagar, Mr. Anand Pawar, and General Manager Mr. Sachin, the customer has received no clear resolution, official receipts, or proof of compliance. Consequently, he want an immediate intervention from Maruti Suzuki to either ensure the immediate filing and provision of the official TCS receipt, refund the TCS amount collected from customer if it has not been deposited, provide written clarification explaining the delay and current status and share a definite timeline for closure of this concern. Customer want this complaint to be treated as urgent and expect a written response at the earliest. If the matter remains unresolved, customer will be constrained to pursue the matter through appropriate consumer and legal channels.","2026-06-20 06:36:54.830057","81113855@maruticrm.onmicrosoft.com","2026-06-20 06:36:54.830057","81113855@maruticrm.onmicrosoft.com","New","Query - Sales","Active","2",NULL,NULL
"CENTRAL 2","13925 - FID","AUTO NATION (A UNIT OF TAYAL INDIA MOTORS PVT. LTD)","Arena","B6718903245","Customer called regarding a significant delay in their vehicle's servicing or repair. The customer is highly distressed as they are being repeatedly cited spare part unavailability as the reason for the delay. To resolve this issue and assist them at the earliest, the complete case details have been shared with the workshop team for immediate action.","2026-06-20 06:36:31.826761","81116913@maruticrm.onmicrosoft.com","2026-06-20 06:36:31.826761","81116913@maruticrm.onmicrosoft.com","OPEN","Query- Service","OPEN","1",NULL,NULL
"CENTRAL 2","16006 - FD4","RANA MOTORS PVT LTD.","Nexa","B5693613249","The customer's concern is that his car is facing an engine overheating issue, which should be covered under warranty. However, when he visited the workshop, the staff told him that the required module is currently unavailable and asked him to take the vehicle back, promising to call him once the part arrives. The customer is worried because his warranty is about to expire, and he suspects the workshop might be making excuses to delay the repair until the expiration date. He wants to know if the module is genuinely unavailable or if the workshop is intentionally delaying the process. Therefore, I registered a query from my end and shared the customer care manager's contact number with him for further assistance.","2026-06-20 06:36:26.640793","81113798@maruticrm.onmicrosoft.com","2026-06-20 06:36:26.640793","81113798@maruticrm.onmicrosoft.com","OPEN","Query- Service","OPEN","1",NULL,NULL
"WEST 1","11939 - DR0","SIMRAN MOTORS PVT. LTD.","Arena","B9916672591","Customer has mentioned that their key remote has stopped working over the past few days, Even after visiting several service centers he didn't receive a positive response from any of them. Kindly look into the concern.  Customer said till now his complaint not resolved .","2026-06-20 06:36:05.664964","81109564@maruticrm.onmicrosoft.com","2026-06-20 06:36:05.664964","81109564@maruticrm.onmicrosoft.com","OPEN","Query- Service","OPEN","2",NULL,NULL
"SOUTH EAST 1","12557 - MLA","ADARSHA AUTOMOTIVES PVT LTD","Arena","B4119951696","The customer is concerned that he needs to get his insurance claim done but the insurance has been taken from outside so the customer needs an estimation from the service centre which the service centre is not providing to him so I have provided him the number of theGM/WM there.","2026-06-20 06:35:51.616261","81130305@maruticrm.onmicrosoft.com","2026-06-20 06:35:51.616261","81130305@maruticrm.onmicrosoft.com","OPEN","Query- Service","OPEN","1",NULL,NULL
"WEST 1","12623 - BWD","EXCELL AUTOVISTA PRIVATE LIMITED","Nexa","B7281939291","Customer concern related to bad experience of next workshop.I have gone through your response, and I must disagree with the statement that the concerns have been addressed. That is not the case. Key issues are still pending: New Bonnet replacement that was committed after Maruti team intervention - Recently I came to know I was lied about this and I was given a repainted one. No action or explanation on my vehicle being used without consent. AMC commitment still not fulfilled. Payment taken without receipt and insurance closure without my approval. Over the last 2 years, most responses have been partial or generic, without addressing the full complaint. Because of this, I have not accepted any partial resolution so far. I have waited in good faith, but the continued lack of clear action has led to a complete loss of trust. I request a clear and complete response on all pending points, along with timelines, within 7 days. If I do not receive this, I will proceed with filing a complaint with the Consumer Disputes Redressal Commission and take the matter forward formally. I hope this can still be resolved properly from your end. .he facing multiple issue during his vehicle service. his case is 1 to 1.5 years old . customer said he already sent a multiple email on contact@nexaexperience.com but he has not received any response from the nexa team he is continue follow up to nexa team but team was false commitment for the call back. and he also said workshop said him to Additionally, a sudden demand of ₹1,000 via QR code was made without any invoice, breakup, or explanation after discuss workshop refund extra amount and customer want AMC form to workshop but workshop not given any AMC form. customer also said he raise a complaint earlier but no any action taken on his complaint. customer loss the believe on nexa workshop for the any help he also said if no any action taken he Escalate his matter to Consumer forum. kindly look into this matter.----------------------------------------------------------------------------------------------------------------------------------------------------Synopsis: The customer is reporting a long-standing and severe service failure involving a Nexa workshop, citing a total loss of trust due to multiple unresolved issues over the last two years. Key grievances include a breach of a Maruti-mandated commitment to replace the vehicle's bonnet (alleging they were misled into accepting a repainted part instead), unauthorized use of the vehicle, and unfulfilled AMC (Annual Maintenance Contract) commitments. Furthermore, the customer highlights financial irregularities, specifically a demand for ₹1,000 via QR code without an invoice and the closure of an insurance claim without their approval. Despite repeated follow-ups via official channels, the customer claims to have received only generic responses or false promises of callbacks, leading to a final ultimatum: a demand for a comprehensive resolution on all points within seven days, failing which they will escalate the matter to the Consumer Disputes Redressal Commission. Kindly look into this matter at the earliest.","2026-06-20 06:35:17.987822","81115537@maruticrm.onmicrosoft.com","2026-06-20 06:35:17.987822","81115537@maruticrm.onmicrosoft.com","OPEN","Query- Service","OPEN","2",NULL,NULL
